particle_id,vx,vy,vz,px,py,pz,q,nhits
589973406611406848,0.00842205,0.0146707,-6.6494100000000005,0.346566,-0.23806100000000002,0.593362,-1,13
436850194647089152,-0.0162173,-0.028630400000000004,2.15441,-0.30504899999999996,0.142698,0.6092930000000001,-1,5
220710191723708416,10.4603,-16.0039,304.856,0.0103525,-0.278225,1.56626,1,12
657532554999500801,48.0584,-57.5331,319.949,-0.278481,0.047270400000000004,-0.179767,-1,1
684562192925720576,0.00473057,0.000340866,-1.05561,0.200374,0.369672,1.6867400000000001,-1,5
306259068312354816,-0.42533699999999997,-0.19458499999999998,11.3698,-0.112475,-0.231082,1.6083399999999999,1,14
4517961998008320,-0.00928816,0.00986098,-0.0778789,0.10193200000000001,0.400535,-0.87876,1,1
135108194979545088,-0.000488698,-0.00971842,9.67188,0.336484,0.163704,-0.5507920000000001,1,14
873713171116851200,-0.0202733,-0.00521751,2.11253,0.0105303,-0.201654,0.43791199999999997,-1,10
702562297784041472,-0.00392193,0.0192333,7.0891,0.2698,-0.379102,3.1910000000000003,1,11
103589457218764800,-0.00454767,0.041050800000000005,-1.9388900000000002,-1.37691,0.0284971,-7.04162,-1,13
495404755103776768,-0.0161455,0.018690000000000002,3.77889,-0.13663599999999998,-0.0803322,-0.139276,1,11
40533908474822656,-0.0095514,-0.0161022,-3.27455,0.06831439999999998,-0.191671,-0.35698,1,10
216177042721341440,-0.00586947,0.00597368,5.379630000000001,0.174599,-1.03908,-0.275837,1,12
139612206940565506,16.5174,-9.39022,-122.147,0.282827,-0.018073500000000003,-0.22038200000000002,1,12
860191926874275840,0.0133344,0.0158988,-0.279931,-0.18600799999999998,-0.17313599999999998,-0.31508600000000003,-1,5
684548792627757056,0.00473057,0.000340866,-1.05561,-0.7082109999999999,-0.5149239999999999,2.37166,-1,13
684556145628549121,29.8453,13.7812,-227.90099999999998,-0.19603099999999998,0.017984299999999998,0.0777771,1,13
112591914829611008,0.00190622,-0.0009474689999999999,-0.0986182,0.0183148,0.505915,-4.94561,-1,13
396320546779824128,-0.00686831,0.0113193,4.19235,-1.38168,-0.000788883,-0.00801718,-1,12
585469119789268992,-0.0108205,-0.00310644,6.37972,0.24989899999999998,0.124134,-0.216588,-1,13
4514182426787840,-0.00928816,0.00986098,-0.0778789,1.6455,8.1058,-17.0674,-1,12
54045119673794560,-0.00124708,0.0146035,1.3673600000000001,-0.0519785,0.628369,0.00282625,-1,11
211701892957339648,-0.021603900000000002,0.00530647,3.26302,-0.396635,0.195819,-0.418624,-1,10
220689026124873728,-0.0215424,0.00567734,-4.09596,0.280719,-0.212396,-0.221428,-1,10
837671523555737600,0.00107922,0.013532399999999998,-11.1873,0.07303,1.6740599999999999,-9.70262,-1,13
558451782632603648,-0.000625275,0.010523200000000002,10.8337,-0.688141,0.09280160000000001,0.731256,-1,10
238691123848019968,-0.012553,0.00975867,5.53005,0.267728,0.354054,-1.1661299999999999,1,16
364801740299567104,0.014919100000000001,-0.002212,-11.5247,-1.22003,0.35823699999999997,-6.36857,1,12
229685436421767168,0.0104971,-0.010107,-1.48604,-0.476657,-0.0924329,-4.42833,-1,14
648527486048538625,25.3504,-170.72799999999998,-332.889,0.011785200000000001,-0.175378,-0.0352465,1,3
112592808199598082,70.1396,12.2429,188.72799999999998,-0.266285,0.0319793,0.048785300000000004,1,7
238691055128543232,-0.012553,0.00975867,5.53005,-0.189744,0.07899930000000001,-0.160083,-1,8
297237781564882944,-0.000485704,-0.015050799999999998,5.75865,0.176644,-0.217648,-1.09351,1,12
49540008217935872,0.00127426,0.025666200000000004,2.7231400000000003,0.6825829999999999,-0.679769,-1.4244700000000001,-1,14
94577997356466176,0.00375047,0.0105381,6.9397,-0.792615,0.481824,-1.4511,1,11
126101889078001664,-0.0222061,0.00823095,4.219869999999999,-0.055573199999999996,0.418084,-1.38768,-1,12
18025393625759744,-0.28644400000000003,-1.09541,-2.01233,-0.0629044,-0.195475,-0.0857811,-1,9
405324653658112000,-0.00866692,0.00872515,5.8158,1.0968,-0.208247,-0.411706,1,14
639515407694168064,-0.036488400000000004,-0.0130395,4.7518,0.06399980000000001,-0.27792100000000003,0.488471,1,5
418837789036007426,732.957,371.48800000000006,513.572,-0.230073,-0.0953188,0.13338,-1,2
864696763452227584,0.0126226,0.00612422,-1.50809,0.506197,-0.396169,0.449346,-1,11
225195305811836928,-0.017552,-0.0146892,-5.44466,0.27413899999999997,0.190064,1.06389,1,11
202663976096497664,0.0286671,0.0336725,-4.8061300000000005,0.0160209,-0.572859,-0.760524,-1,13
166635728833347584,0.00465,-0.0182785,-2.13302,0.632309,-0.590906,-2.7234,-1,12
711590112898584577,98.9588,-344.526,-288.86400000000003,0.141985,-0.254326,0.183996,-1,3
364791638536486912,0.014919100000000001,-0.002212,-11.5247,0.35484,-0.336484,0.383141,-1,10
139612481801682944,-0.0455581,-0.00213868,8.45589,0.408955,-0.43176400000000004,1.45129,1,12
639530044942712832,-0.036488400000000004,-0.0130395,4.7518,0.130877,0.160294,0.258125,-1,9
639517675436900352,-0.036488400000000004,-0.0130395,4.7518,-0.263454,0.08051599999999999,-0.49250900000000003,1,12
680052271106490368,-2.01418,0.022866099999999997,39.2974,-0.0592306,-0.187328,0.8656969999999999,-1,11
94577310161698816,0.00375047,0.0105381,6.9397,-0.047938699999999994,0.683834,1.33086,1,11
328764078484885505,-239.407,-88.93,360.91,-0.144283,-0.10523699999999998,0.257659,1,5
