hit_id,particle_id,tx,ty,tz,tpx,tpy,tpz,weight
16877,220687857910562818,-12.0326,-29.6506,-464.42699999999996,0.0281106,-0.16988599999999998,-0.029767000000000002,0.0
16883,418837445421830145,19.4057,-25.4853,-480.152,0.0282805,-0.147536,0.121923,0.0
16888,864696076274245634,29.6966,11.8224,-435.095,-0.200429,0.152667,0.13147899999999998,0.0
16896,117109052193898496,-4.33472,32.3145,-439.022,0.148277,0.980439,-2.6336,0.0
16901,171140359252869120,-31.5293,8.081719999999999,-484.905,-0.247013,-0.047788300000000006,-2.269,0.0
16903,873704375040610305,-29.9635,-9.558810000000001,-406.509,-0.18404700000000002,-0.095407,-0.128608,0.0
16904,364801465438449666,-29.9354,-9.63912,-375.12699999999995,-0.223848,0.08337169999999999,0.0166385,0.0
16912,369301079319379968,23.023000000000003,-21.5905,-392.746,-0.00459165,-0.111541,-0.703824,0.0
16914,873704375040618498,14.7142,-29.0119,-391.914,-0.000650511,-0.159423,-0.0551117,0.0
16920,905224762068832257,31.2084,-4.98071,-394.065,0.166917,-0.0211693,-0.10868199999999999,0.0
16921,418836345910202369,31.2311,-4.57715,-398.62,0.292206,-0.14669300000000002,-0.24601900000000002,0.0
16925,873704375040614402,25.2694,18.9042,-377.275,0.158109,0.0369801,-0.00929225,0.0
16931,824163129872093185,-4.9153400000000005,31.587,-401.68,0.043675099999999994,0.138674,0.16170299999999999,0.0
16936,211679352985759746,-24.820999999999998,20.9144,-352.556,-0.114274,0.05384919999999999,-0.055726300000000006,0.0
16938,860191583276892160,-31.2271,-7.44487,-282.072,-0.23208,-0.0644654,-2.10596,0.0
16943,495401456585674753,-29.078000000000003,-13.5916,-325.207,-0.11386500000000001,0.0224888,0.137231,0.0
16946,517919111108362240,-31.1442,-7.68192,-284.72700000000003,-1.36366,-0.326073,-12.1436,0.0
16950,968291374631747584,-30.9564,-8.219289999999999,-320.632,-0.159591,-0.0532044,-1.65609,0.0
16951,355784439281745920,-24.6597,-20.3301,-315.133,-2.58526,-2.14629,-32.9715,0.0
16953,54052816255188992,-31.2168,-12.9889,-282.29900000000004,-0.292127,-0.11924900000000001,-2.65448,0.0
16960,301759866731495424,-18.9782,-26.3036,-300.73400000000004,-0.184797,-0.272436,-2.95948,0.0
16961,63053762037547008,-21.7857,-24.9507,-315.737,-0.63195,-0.7083079999999999,-9.0284,0.0
16962,63061458618941440,-10.5101,-30.3842,-307.541,-0.184824,-0.562972,-5.66103,0.0
16968,220679955153944576,-17.5137,-27.0093,-311.785,-0.159374,-0.226708,-2.64593,0.0
16969,153128572083503104,-21.0593,-25.3008,-303.211,-0.505517,-0.5932310000000001,-7.21068,0.0
16970,499901688941903872,-24.4749,-23.6548,-294.301,-0.241708,-0.248279,-2.9369,0.0
16971,657528775411499008,-0.550145,-31.9542,-311.806,-0.0272858,-2.18385,-21.0821,0.0
16974,662034367903694848,-10.3193,-31.4031,-307.178,-0.11836300000000001,-0.39183,-3.6831,0.0
16977,364807444016136192,-4.84508,-31.7119,-321.631,-0.168547,-1.16515,-11.3806,0.0
16978,842175672955703297,-14.0467,-31.1929,-314.961,-0.0409625,-0.29676199999999997,-0.306772,0.0
16981,166643287975788544,-4.24948,-31.7455,-296.715,-0.112041,-0.767037,-7.12755,0.0
16982,63067986969231360,-2.7644,-31.8293,-316.65,-0.0236933,-0.154244,-1.5302799999999999,0.0
16984,364802839811194880,14.0551,-28.916,-293.582,0.174216,-0.380967,-3.6746,0.0
16985,409829421516587008,4.20055,-32.3615,-316.732,0.0602427,-0.389376,-3.7593300000000003,0.0
16992,364814041102688258,20.6589,-24.3659,-316.075,-0.258932,0.322983,0.0880352,0.0
