hit_id,x,y,z,volume_id,layer_id,module_id
16888,29.6987,11.8162,-435.098,8,2,9
16902,-30.4811,-8.078560000000001,-374.046,8,2,17
16912,23.0213,-21.5919,-392.767,8,2,22
16984,14.0729,-28.9097,-293.586,8,2,37
17027,32.0271,5.15695,-287.97,8,2,41
17029,30.0319,10.8634,-303.041,8,2,41
17048,22.2896,22.9835,-303.95099999999996,8,2,42
17101,-10.7105,30.0853,-322.649,8,2,45
17106,-20.3232,24.6658,-314.658,8,2,46
17109,-16.578,28.011,-283.712,8,2,46
17116,-20.0788,24.8841,-280.163,8,2,46
17125,-23.2334,25.3495,-285.553,8,2,47
17160,-33.2365,-0.197647,-237.618,8,2,49
17172,-31.3762,-5.51848,-221.13299999999998,8,2,49
17183,-21.8739,-22.7057,-245.167,8,2,50
17203,-25.8857,-18.2142,-222.405,8,2,50
17234,-15.6977,-27.3348,-253.67,8,2,51
17245,1.5866,-31.5788,-232.36599999999999,8,2,52
17258,1.0374700000000001,-31.5479,-211.171,8,2,52
17268,10.2899,-29.7079,-234.563,8,2,53
17275,7.832339999999999,-30.5672,-260.58099999999996,8,2,53
17307,17.6786,-26.3641,-242.976,8,2,54
17316,25.0682,-20.4014,-265.585,8,2,55
17327,27.6907,-14.9591,-249.43599999999998,8,2,55
17333,31.2052,-5.03715,-245.332,8,2,56
17337,31.2732,-3.83124,-264.37,8,2,56
17356,31.2116,-4.92424,-260.848,8,2,56
17357,31.2677,-3.92855,-262.574,8,2,56
17360,31.1085,-6.7507600000000005,-261.79900000000004,8,2,56
17370,29.525,10.812999999999999,-245.62599999999998,8,2,57
17378,28.6999,13.1729,-245.678,8,2,57
17389,29.2184,14.482999999999999,-209.574,8,2,58
17413,21.4705,23.1574,-223.428,8,2,58
17445,7.76118,31.0515,-261.93,8,2,60
17469,-6.4747699999999995,31.0418,-256.471,8,2,61
17479,-6.02272,31.1999,-250.037,8,2,61
17524,-22.2209,22.3069,-252.708,8,2,62
17557,-31.3573,2.34082,-218.33700000000002,8,2,64
17558,-30.7553,13.0124,-210.862,8,2,64
17583,-32.1889,-4.69407,-144.017,8,2,65
17602,-32.0025,-5.2271,-150.171,8,2,65
17608,-29.1078,-13.5065,-164.857,8,2,65
17611,-29.2398,-13.1289,-171.06799999999998,8,2,65
17627,-27.6971,-16.9294,-160.751,8,2,66
17649,-24.1534,-20.8969,-202.71599999999998,8,2,66
17650,-30.3375,-13.9734,-139.518,8,2,66
17671,-18.8521,-26.3643,-168.899,8,2,67
17699,-18.174,-26.6911,-202.1,8,2,67
17740,5.70134,-31.8367,-186.99900000000002,8,2,69
17761,11.9399,-29.6555,-166.773,8,2,69
17769,3.4277599999999997,-32.6316,-190.53900000000002,8,2,69
17775,7.61565,-31.1674,-175.565,8,2,69
17808,17.6053,-27.0935,-176.09599999999998,8,2,70
17836,27.7156,-16.0479,-150.018,8,2,71
17844,25.0326,-21.6157,-144.66299999999998,8,2,71
17856,27.9988,-15.4603,-159.968,8,2,71
17862,31.5906,-6.99525,-197.623,8,2,72
17873,31.7538,-4.10206,-207.213,8,2,72
17911,32.1357,4.84609,-161.118,8,2,73
17922,22.223000000000003,23.0581,-179.229,8,2,74
17924,27.4718,17.1817,-174.946,8,2,74
17938,21.357,24.0276,-141.628,8,2,74
17956,11.9654,29.6829,-143.321,8,2,75
17986,0.707454,31.9453,-148.616,8,2,76
17988,4.28547,31.7435,-200.03400000000002,8,2,76
17993,6.96387,31.5924,-203.808,8,2,76
18050,-10.769,30.0649,-191.18099999999998,8,2,77
18058,-18.2381,26.5282,-157.194,8,2,78
18063,-15.5572,28.9228,-184.515,8,2,78
18079,-22.5716,22.6575,-149.817,8,2,78
18082,-16.0494,28.4831,-177.676,8,2,78
18101,-29.0476,13.2839,-143.134,8,2,79
18120,-26.7034,18.1486,-170.989,8,2,79
18122,-29.5902,12.1579,-187.128,8,2,79
18123,-25.0379,21.6048,-182.386,8,2,79
18142,-31.8214,2.9039599999999997,-199.9,8,2,80
18152,-31.186,14.1687,-139.57399999999998,8,2,80
18156,-31.3005,12.1388,-145.249,8,2,80
18159,-31.7999,3.2854300000000003,-162.79,8,2,80
18177,-28.5304,-13.6576,-131.143,8,2,81
18190,-31.9396,-3.90697,-127.833,8,2,81
18204,-33.6711,1.04535,-78.0123,8,2,81
18209,-30.5811,-7.792330000000001,-73.3472,8,2,81
18214,-30.5597,-7.853560000000001,-130.747,8,2,81
18222,-33.171,-0.38513200000000003,-74.6083,8,2,81
18240,-23.2878,-21.1227,-102.53,8,2,82
18243,-28.8522,-14.892999999999999,-96.7323,8,2,82
18250,-21.8739,-22.7057,-94.4493,8,2,82
18252,-26.3218,-17.726,-77.9428,8,2,82
18264,-27.4956,-16.4118,-96.635,8,2,82
18287,-24.6384,-19.6106,-121.67200000000001,8,2,82
18300,-21.2077,-23.4515,-101.338,8,2,82
18336,-16.0071,-27.1857,-82.2651,8,2,83
18358,-10.8441,-29.6737,-92.1016,8,2,83
18376,-20.9536,-24.8021,-111.88600000000001,8,2,83
18391,-9.85603,-30.9334,-99.6598,8,2,84
