hit_id,x,y,z,volume_id,layer_id,module_id
16883,19.4049,-25.486,-480.153,8,2,6
16895,-9.436160000000001,30.5309,-420.055,8,2,13
16896,-4.33547,32.3143,-439.01599999999996,8,2,13
16919,31.2099,-4.953,-355.38699999999994,8,2,24
16920,31.2085,-4.9791,-394.061,8,2,24
16922,31.3477,5.59989,-374.53,8,2,25
16931,-4.91244,31.5881,-401.675,8,2,29
16939,-30.7506,-8.807839999999999,-291.778,8,2,33
16945,-29.9405,-11.1248,-315.611,8,2,33
16962,-10.4913,-30.3933,-307.54400000000004,8,2,35
16964,-14.2786,-28.5682,-281.137,8,2,35
16970,-24.4746,-23.655,-294.298,8,2,35
16971,-0.557692,-31.9538,-311.788,8,2,36
16973,-4.22549,-31.7469,-325.997,8,2,36
16976,-8.90911,-31.4827,-301.368,8,2,36
16979,-7.56847,-31.5583,-310.948,8,2,36
16982,-2.76779,-31.8291,-316.64599999999996,8,2,36
16989,3.94996,-32.4491,-285.31,8,2,37
16995,14.2963,-30.049,-280.66200000000003,8,2,38
16999,15.8837,-28.6312,-303.904,8,2,38
17011,29.5823,-12.1743,-301.647,8,2,39
17013,27.7206,-16.0375,-284.56,8,2,39
17027,32.0271,5.15695,-287.97,8,2,41
17030,30.0727,10.7468,-286.04900000000004,8,2,41
17032,31.4773,6.72935,-317.772,8,2,41
17036,28.9097,14.0729,-295.18,8,2,41
17040,29.0748,13.6009,-294.531,8,2,41
17041,27.8254,16.7858,-296.018,8,2,42
17047,25.9003,18.9411,-291.2,8,2,42
17048,22.2896,22.9835,-303.95099999999996,8,2,42
17061,20.5866,25.5285,-301.065,8,2,43
17068,20.6488,25.4986,-324.86,8,2,43
17076,17.1762,27.1719,-293.447,8,2,43
17080,16.827,27.3402,-311.80400000000003,8,2,43
17101,-10.7105,30.0853,-322.649,8,2,45
17110,-14.9255,29.487,-295.965,8,2,46
17113,-17.5603,27.1336,-280.9,8,2,46
17114,-18.680999999999997,26.1326,-298.807,8,2,46
17121,-27.5686,16.352999999999998,-319.777,8,2,47
17149,-31.5728,-4.95604,-268.569,8,2,49
17160,-33.2365,-0.197647,-237.618,8,2,49
17163,-29.6895,-10.3427,-239.22799999999998,8,2,49
17168,-30.9966,-6.6042,-265.17,8,2,49
17173,-32.1966,-3.17184,-211.18400000000003,8,2,49
17187,-23.2419,-21.1741,-235.907,8,2,50
17190,-29.0801,-14.6379,-230.989,8,2,50
17200,-28.5473,-15.2344,-238.985,8,2,50
17211,-14.7894,-27.7725,-231.88099999999997,8,2,51
17219,-15.9641,-27.2064,-223.11,8,2,51
17222,-19.3085,-25.5948,-259.475,8,2,51
17244,-11.71,-30.8288,-234.268,8,2,52
17251,-8.599160000000001,-31.0043,-223.34400000000002,8,2,52
17255,-8.5991,-31.0043,-250.705,8,2,52
17266,5.6284,-31.3377,-260.025,8,2,53
17267,5.72446,-31.3041,-274.17400000000004,8,2,53
17272,8.925089999999999,-30.1851,-222.075,8,2,53
17275,7.832339999999999,-30.5672,-260.58099999999996,8,2,53
17282,8.53638,-30.320999999999998,-235.613,8,2,53
17284,4.95899,-31.5718,-224.845,8,2,53
17299,17.2197,-26.774,-256.742,8,2,54
17304,19.1962,-25.0086,-231.62400000000002,8,2,54
17308,17.0197,-26.9526,-273.23,8,2,54
17318,28.6752,-12.9161,-239.727,8,2,55
17329,25.5726,-19.3545,-233.44099999999997,8,2,55
17349,31.5732,1.48676,-256.39,8,2,56
17354,31.1029,-6.8511,-230.898,8,2,56
17357,31.2677,-3.92855,-262.574,8,2,56
17368,32.0523,3.58463,-261.8,8,2,57
17370,29.525,10.812999999999999,-245.62599999999998,8,2,57
17371,31.1514,6.16137,-267.894,8,2,57
17372,28.5349,13.6449,-222.33900000000003,8,2,57
17380,28.8401,12.772,-258.188,8,2,57
17390,21.2743,23.3769,-226.03900000000002,8,2,58
17396,24.8737,19.3472,-267.629,8,2,58
17406,23.7724,20.5801,-238.225,8,2,58
17408,28.8005,14.9509,-229.611,8,2,58
17414,27.4339,16.4809,-209.832,8,2,58
17420,23.351999999999997,23.6464,-218.32,8,2,59
17422,14.6432,27.8429,-237.68099999999998,8,2,59
17423,16.8892,26.7607,-209.84599999999998,8,2,59
17426,23.5615,23.5454,-217.975,8,2,59
17434,18.559,25.956,-263.689,8,2,59
17438,16.3582,27.0165,-267.803,8,2,59
17440,6.63271,31.1152,-237.122,8,2,60
17444,2.55802,31.345,-248.62900000000002,8,2,60
17447,3.5408199999999996,31.2896,-223.104,8,2,60
17449,13.8845,30.7061,-218.114,8,2,60
17450,3.20601,31.3085,-268.982,8,2,60
17455,3.99095,31.2642,-237.643,8,2,60
17458,1.2213399999999999,31.4204,-240.812,8,2,60
17472,-6.28235,31.1091,-234.15200000000002,8,2,61
17475,-4.52613,31.7231,-257.128,8,2,61
17480,-4.65575,31.6778,-246.77200000000002,8,2,61
17486,-11.2378,29.3765,-212.293,8,2,61
17491,-5.25894,31.4669,-242.53799999999998,8,2,61
17498,-15.6422,28.183000000000003,-269.623,8,2,62
17504,-18.258,25.8466,-231.183,8,2,62
17510,-18.4071,25.7134,-224.558,8,2,62
17517,-20.5064,23.8383,-265.066,8,2,62
17522,-15.224,28.5566,-253.368,8,2,62
17527,-24.8178,20.921,-218.168,8,2,63
17528,-27.9796,14.3597,-237.581,8,2,63
17531,-28.4033,13.4804,-218.112,8,2,63
17537,-26.3265,17.7902,-229.06099999999998,8,2,63
17551,-26.904,16.5917,-236.748,8,2,63
17555,-25.0596,20.4191,-229.768,8,2,63
17557,-31.3573,2.34082,-218.33700000000002,8,2,64
17574,-31.3287,2.847,-213.327,8,2,64
17578,-30.7971,12.272,-270.809,8,2,64
17584,-29.7825,-11.5767,-190.597,8,2,65
17585,-29.5352,-12.2839,-151.368,8,2,65
17586,-29.9101,-11.2118,-139.64700000000002,8,2,65
17588,-32.5753,-3.58901,-182.50599999999997,8,2,65
17591,-32.9633,-2.47907,-148.703,8,2,65
17601,-31.7086,-6.0679099999999995,-162.619,8,2,65
17604,-34.0038,0.496855,-175.799,8,2,65
17611,-29.2398,-13.1289,-171.06799999999998,8,2,65
17612,-31.5914,-6.40301,-182.168,8,2,65
17615,-32.4784,-3.86595,-158.91,8,2,65
17619,-25.686999999999998,-19.1799,-206.612,8,2,66
17630,-28.1831,-16.3853,-169.701,8,2,66
17635,-21.5704,-23.7887,-139.839,8,2,66
17638,-26.6204,-18.1349,-170.05,8,2,66
17652,-25.3718,-19.5328,-142.106,8,2,66
17653,-26.4768,-18.2957,-178.38,8,2,66
17679,-21.0146,-25.3223,-206.997,8,2,67
17680,-19.602999999999998,-26.0025,-173.02700000000002,8,2,67
17687,-14.737,-28.3474,-142.44,8,2,67
17691,-16.2937,-27.5972,-179.658,8,2,67
17692,-19.8599,-25.8787,-183.97299999999998,8,2,67
17704,-19.1113,-26.2395,-172.39700000000002,8,2,67
17712,-6.667160000000001,-31.6091,-194.032,8,2,68
17713,-9.268930000000001,-31.4624,-180.18,8,2,68
17716,-10.6253,-31.3859,-155.77100000000002,8,2,68
17718,-6.14827,-31.6384,-145.613,8,2,68
17723,-4.525580000000001,-31.7299,-151.918,8,2,68
17732,1.13961,-32.0495,-188.35299999999998,8,2,68
17736,13.0046,-29.2832,-183.925,8,2,69
17744,6.58736,-31.5269,-142.091,8,2,69
17754,3.7644900000000003,-32.5139,-175.65400000000002,8,2,69
17758,13.8369,-28.9923,-164.908,8,2,69
17759,7.6760399999999995,-31.1463,-164.97,8,2,69
17761,11.9399,-29.6555,-166.773,8,2,69
17767,8.94621,-30.7022,-166.80599999999998,8,2,69
17773,2.0009900000000003,-33.1305,-139.558,8,2,69
