hit_id,particle_id,tx,ty,tz,tpx,tpy,tpz,weight
16874,824163129872097282,-32.5551,-3.6468,-469.869,-0.177629,-0.14166800000000002,-0.37203600000000003,0.0
16881,112599405269360642,0.267325,-32.0003,-424.14599999999996,-0.131193,-0.23810599999999998,-0.114352,0.0
16888,864696076274245634,29.6966,11.8224,-435.095,-0.200429,0.152667,0.13147899999999998,0.0
16901,171140359252869120,-31.5293,8.081719999999999,-484.905,-0.247013,-0.047788300000000006,-2.269,0.0
16905,495401456585678850,-25.7984,-18.3119,-364.155,-0.10451600000000001,-0.0170607,-0.101025,0.0
16910,364801465438441473,12.8039,-28.8289,-370.85699999999997,0.372313,-0.198532,0.0971578,0.0
16915,112599405269356545,29.4064,-11.3988,-401.76099999999997,0.296788,0.07128519999999999,0.2172,0.0
16943,495401456585674753,-29.078000000000003,-13.5916,-325.207,-0.11386500000000001,0.0224888,0.137231,0.0
16955,657534066811207680,-28.4177,-16.1227,-302.595,-0.44680699999999995,-0.242019,-4.6518,0.0
16957,648528035787571200,-30.2163,-14.1091,-287.949,-0.23958400000000002,-0.122243,-2.24114,0.0
16964,220700296119058432,-14.2881,-28.5637,-281.163,-0.0815472,-0.18634,-1.7732599999999998,0.0
16992,364814041102688258,20.6589,-24.3659,-316.075,-0.258932,0.322983,0.0880352,0.0
17006,526921843597115392,26.671,-18.2158,-283.317,0.320265,-0.23102399999999998,-3.46135,0.0
17008,153138055371292672,26.6838,-18.1892,-312.259,0.781637,-0.5213760000000001,-9.13332,0.0
17017,94582051805593600,31.9642,-0.372515,-292.718,0.540025,-0.0115375,-4.88554,0.0
17020,333268571448672256,31.8871,-1.73901,-296.546,0.46630600000000005,-0.034640199999999996,-4.339119999999999,0.0
17028,355786088549187584,29.3067,12.9375,-279.793,0.172232,0.06668289999999999,-1.6003399999999999,0.0
17045,837680457104494593,25.8986,18.942999999999998,-291.204,0.150824,0.10528699999999999,-0.127081,0.0
17046,409834712916295680,23.8499,21.2366,-292.45099999999996,0.151903,0.12304200000000001,-1.7608099999999998,0.0
17060,432345701666521088,10.5937,30.344,-280.309,0.312834,0.868267,-8.33973,0.0
17074,864701642535075840,16.5766,27.4609,-294.507,0.929716,1.52285,-16.2957,0.0
17086,112591914829611008,0.552045,31.9541,-312.56,-0.000924318,0.504876,-4.94555,0.0
17098,914232373623652352,-7.24113,31.2984,-327.638,-0.2426,1.08996,-10.9934,0.0
17105,517915812573478912,-23.5078,21.8213,-321.592,-0.707919,0.669701,-9.56578,0.0
17110,211680246322167808,-14.9256,29.487,-295.945,-0.392751,0.798922,-8.06201,0.0
17124,535933921934704640,-24.9354,21.8174,-291.841,-0.291962,0.267027,-3.54755,0.0
17142,954769374474928128,-31.2102,-5.9931,-240.305,-0.864505,-0.155088,-6.30582,0.0
17153,445872237308805120,-30.3423,-8.47556,-215.72099999999998,-0.166492,-0.0365035,-1.13457,0.0
17181,968279623601225728,-24.9499,-19.2619,-224.218,-0.383524,-0.308971,-3.42323,0.0
17193,265713683684917248,-21.694000000000003,-22.9071,-228.014,-0.39779699999999996,-0.40687199999999996,-4.13737,0.0
17197,734097528219238400,-25.9602,-18.1307,-232.128,-0.289035,-0.21445,-2.6097,0.0
17203,427842445636534272,-25.8838,-18.2163,-222.40099999999998,-0.160504,-0.101346,-1.33835,0.0
17258,873727808365395968,1.02404,-31.5471,-211.167,0.00539203,-1.02874,-7.18253,0.0
17284,549439635575537664,4.958819999999999,-31.5718,-224.852,0.021975099999999997,-0.19863,-1.42248,0.0
17306,364814659561193472,19.2205,-24.9868,-251.271,0.202324,-0.248319,-2.43433,0.0
17308,657530630837370880,17.0203,-26.9521,-273.22900000000004,0.505797,-0.781421,-7.88052,0.0
17315,153129190558793728,24.7239,-21.1159,-232.78900000000002,1.4211,-1.22804,-13.5401,0.0
17316,743099023757410304,25.068,-20.4018,-265.596,0.305496,-0.23612600000000003,-3.14537,0.0
17318,873702519597957120,28.671,-12.9249,-239.72400000000002,0.743078,-0.323297,-6.22846,0.0
17345,220685315273129984,31.5695,1.4217600000000001,-232.59,0.6422100000000001,0.0381858,-4.6497,0.0
17365,716075708006268928,29.5781,10.6613,-248.708,0.660262,0.24810500000000002,-5.459,0.0
17369,684556145611767808,28.6593,13.2892,-219.043,0.23650300000000002,0.0985442,-1.7673900000000002,0.0
17379,837680938124050432,30.9714,6.676,-259.224,0.533845,0.12406600000000001,-4.28648,0.0
17398,162131235852779520,21.9565,22.6132,-225.209,0.409423,0.409588,-4.204969999999999,0.0
17447,324259997804396544,3.5424,31.2895,-223.101,0.0702057,0.5357390000000001,-3.7964900000000004,0.0
17460,103595848130101248,0.701497,31.4498,-233.92,0.0206304,0.521068,-3.84574,0.0
17468,270218726421299200,-6.83563,30.9156,-212.02,-0.0614094,0.31843899999999997,-2.08853,0.0
17481,873699702099410944,-3.06581,32.2337,-223.062,-0.056192399999999997,0.48817200000000005,-3.41722,0.0
