hit_id,x,y,z,volume_id,layer_id,module_id
16874,-32.5544,-3.64871,-469.865,8,2,1
16881,0.269687,-32.0004,-424.144,8,2,4
16888,29.6987,11.8162,-435.098,8,2,9
16901,-31.5292,8.0842,-484.898,8,2,16
16905,-25.7986,-18.3117,-364.155,8,2,18
16910,12.8042,-28.8288,-370.85699999999997,8,2,21
16915,29.4059,-11.3998,-401.76300000000003,8,2,23
16943,-29.0782,-13.5912,-325.205,8,2,33
16955,-28.418000000000003,-16.1224,-302.596,8,2,34
16957,-30.2162,-14.1092,-287.935,8,2,34
16964,-14.2786,-28.5682,-281.137,8,2,35
16992,20.6594,-24.3655,-316.072,8,2,38
17006,26.6708,-18.2163,-283.32,8,2,39
17008,26.6841,-18.1886,-312.268,8,2,39
17017,31.9648,-0.3628,-292.70799999999997,8,2,40
17020,31.8871,-1.7402799999999998,-296.534,8,2,40
17028,29.3058,12.9401,-280.033,8,2,41
17045,25.8998,18.9417,-291.205,8,2,42
17046,23.8499,21.2366,-292.44599999999997,8,2,42
17060,10.5814,30.3499,-280.339,8,2,43
17074,16.5791,27.4597,-294.519,8,2,43
17086,0.557692,31.9538,-312.578,8,2,44
17098,-7.244260000000001,31.2973,-327.654,8,2,45
17105,-23.5055,21.8233,-321.59,8,2,46
17110,-14.9255,29.487,-295.965,8,2,46
17124,-24.9356,21.816999999999997,-291.848,8,2,47
17142,-31.2106,-5.99212,-240.31099999999998,8,2,49
17153,-30.3422,-8.47568,-215.722,8,2,49
17181,-24.9504,-19.2613,-224.231,8,2,50
17193,-21.7014,-22.8988,-228.023,8,2,50
17197,-25.9589,-18.1323,-232.132,8,2,50
17203,-25.8857,-18.2142,-222.405,8,2,50
17258,1.0374700000000001,-31.5479,-211.171,8,2,52
17284,4.95899,-31.5718,-224.845,8,2,53
17306,19.22,-24.9873,-251.297,8,2,54
17308,17.0197,-26.9526,-273.23,8,2,54
17315,24.7238,-21.1161,-232.798,8,2,55
17316,25.0682,-20.4014,-265.585,8,2,55
17318,28.6752,-12.9161,-239.727,8,2,55
17345,31.5704,1.43684,-232.575,8,2,56
17365,29.5747,10.6709,-248.708,8,2,57
17369,28.6604,13.286,-219.05700000000002,8,2,57
17379,30.9709,6.6777,-259.22900000000004,8,2,57
17398,21.9553,22.6145,-225.201,8,2,58
17447,3.5408199999999996,31.2896,-223.104,8,2,60
17460,0.70975,31.4493,-233.91,8,2,60
17468,-6.83327,30.9165,-211.99200000000002,8,2,61
17481,-3.06707,32.2333,-223.03799999999998,8,2,61
17482,-3.09579,32.2232,-248.91299999999998,8,2,61
17489,-11.5883,29.2539,-243.563,8,2,61
17498,-15.6422,28.183000000000003,-269.623,8,2,62
17513,-23.7473,20.9435,-259.1,8,2,62
17514,-21.7734,22.7066,-215.71200000000002,8,2,62
17520,-22.581999999999997,21.9844,-243.33,8,2,62
17524,-22.2209,22.3069,-252.708,8,2,62
17528,-27.9796,14.3597,-237.581,8,2,63
17568,-30.9706,9.19599,-238.209,8,2,64
17593,-29.8563,-11.3656,-178.847,8,2,65
17594,-33.1565,-1.92652,-181.135,8,2,65
17614,-29.9454,-11.1107,-149.08700000000002,8,2,65
17649,-24.1534,-20.8969,-202.71599999999998,8,2,66
17657,-22.8341,-22.3738,-202.947,8,2,66
17663,-26.1069,-18.7098,-191.49400000000003,8,2,66
17674,-10.6264,-30.3282,-176.69799999999998,8,2,67
17741,6.27226,-31.6371,-207.03400000000002,8,2,69
17753,12.0905,-29.6028,-168.96099999999998,8,2,69
17761,11.9399,-29.6555,-166.773,8,2,69
17778,19.0051,-25.8432,-150.438,8,2,70
17780,15.8477,-28.6634,-143.873,8,2,70
17817,18.3929,-26.39,-147.365,8,2,70
17825,26.3339,-18.9153,-192.377,8,2,71
17829,29.4463,-12.4565,-146.55100000000002,8,2,71
17833,28.3423,-14.7475,-170.21099999999998,8,2,71
17835,26.9299,-17.6785,-141.418,8,2,71
17843,28.8243,-13.7473,-154.558,8,2,71
17876,31.7133,-4.82027,-176.648,8,2,72
17898,32.8349,2.84649,-151.392,8,2,73
17899,31.2645,7.33794,-149.36700000000002,8,2,73
17905,29.7251,11.7409,-184.49099999999999,8,2,73
17941,27.1988,17.4873,-160.63,8,2,74
17947,17.1326,27.1929,-177.054,8,2,75
18000,5.71137,31.6631,-186.36900000000003,8,2,76
18002,0.731846,31.944000000000003,-198.445,8,2,76
18012,-12.933,29.3083,-177.81099999999998,8,2,77
18034,-4.07825,32.4042,-160.614,8,2,77
18063,-15.5572,28.9228,-184.515,8,2,78
18100,-27.4278,16.6453,-204.752,8,2,79
18102,-28.6698,14.0678,-200.484,8,2,79
18122,-29.5902,12.1579,-187.128,8,2,79
18131,-31.6682,5.6202,-208.52,8,2,80
18137,-31.6382,6.1521099999999995,-147.389,8,2,80
18154,-31.6996,5.06323,-176.78400000000002,8,2,80
18168,-31.4073,10.2449,-190.655,8,2,80
18180,-30.7045,-7.4394,-119.973,8,2,81
18185,-33.7611,1.30274,-99.316,8,2,81
18189,-31.325,-5.66483,-122.166,8,2,81
18191,-32.0287,-3.6520300000000003,-129.07399999999998,8,2,81
18202,-32.0783,-3.5102300000000004,-116.131,8,2,81
18210,-29.807,-10.0065,-86.5368,8,2,81
18221,-32.2029,-3.1539,-89.2854,8,2,81
18270,-22.5067,-21.9972,-82.06,8,2,82
18314,-17.5817,-26.427,-105.238,8,2,83
18326,-14.6296,-27.8495,-123.501,8,2,83
18346,-10.9792,-29.6086,-123.25,8,2,83
18349,-13.5467,-28.3714,-73.5263,8,2,83
18363,-11.4296,-29.3915,-108.756,8,2,83
18388,1.3869200000000002,-31.5676,-73.7968,8,2,84
18408,-6.00833,-31.1504,-83.6775,8,2,84
18410,-7.70277,-31.0548,-120.595,8,2,84
18412,-7.334960000000001,-31.0756,-72.4528,8,2,84
18422,-9.98039,-30.9264,-88.2921,8,2,84
18434,11.2769,-29.3628,-89.2396,8,2,85
18444,13.1729,-28.6999,-120.745,8,2,85
18445,5.80135,-31.2773,-99.3894,8,2,85
18450,13.4089,-28.6174,-81.36,8,2,85
18459,11.4266,-29.3105,-79.2372,8,2,85
18462,8.01573,-30.503,-101.806,8,2,85
18465,3.80871,-31.974,-133.55200000000002,8,2,85
18469,2.69838,-32.3622,-127.979,8,2,85
18476,5.81944,-31.2709,-79.6422,8,2,85
18496,5.7781,-31.2854,-94.3399,8,2,85
18502,12.5925,-28.9028,-102.73200000000001,8,2,85
