hit_id,particle_id,tx,ty,tz,tpx,tpy,tpz,weight
16883,418837445421830145,19.4057,-25.4853,-480.152,0.0282805,-0.147536,0.121923,0.0
16895,301761790893625345,-9.433689999999999,30.5318,-420.05800000000005,-0.0950414,0.1376,0.08111130000000001,0.0
16896,117109052193898496,-4.33472,32.3145,-439.022,0.148277,0.980439,-2.6336,0.0
16919,369301010599903232,31.2102,-4.94763,-355.397,0.374076,0.026266900000000003,-3.55215,0.0
16920,905224762068832257,31.2084,-4.98071,-394.065,0.166917,-0.0211693,-0.10868199999999999,0.0
16922,45037645557927937,31.3461,5.60449,-374.53,0.104526,0.0781067,-0.0366045,0.0
16931,824163129872093185,-4.9153400000000005,31.587,-401.68,0.043675099999999994,0.138674,0.16170299999999999,0.0
16939,855686265662603264,-30.7503,-8.80861,-291.762,-0.497595,-0.152044,-4.88494,0.0
16945,927744615614775296,-29.9407,-11.1243,-315.61,-0.250106,-0.08293819999999999,-2.54318,0.0
16962,63061458618941440,-10.5101,-30.3842,-307.541,-0.184824,-0.562972,-5.66103,0.0
16964,220700296119058432,-14.2881,-28.5637,-281.163,-0.0815472,-0.18634,-1.7732599999999998,0.0
16970,499901688941903872,-24.4749,-23.6548,-294.301,-0.241708,-0.248279,-2.9369,0.0
16971,657528775411499008,-0.550145,-31.9542,-311.806,-0.0272858,-2.18385,-21.0821,0.0
16973,598982873625661441,-4.22546,-31.7469,-325.996,0.0715258,-0.272086,0.12203199999999999,0.0
16976,671040948683145216,-8.90822,-31.4827,-301.368,-0.157162,-0.592175,-5.59071,0.0
16979,954766488256905216,-7.567539999999999,-31.5584,-310.973,-0.04687569999999999,-0.23268899999999998,-2.19311,0.0
16982,63067986969231360,-2.7644,-31.8293,-316.65,-0.0236933,-0.154244,-1.5302799999999999,0.0
16989,418840194184118272,3.94964,-32.4492,-285.32599999999996,0.128145,-0.9663579999999999,-8.637039999999999,0.0
16995,220688201491152896,14.297,-30.0484,-280.655,0.17703,-0.350238,-3.2564,0.0
16999,225193312947011584,15.8834,-28.6315,-303.944,0.22669699999999998,-0.388473,-4.10154,0.0
17011,644017632932003840,29.583000000000002,-12.1728,-301.635,0.918905,-0.901819,-2.80493,0.0
17013,693555785724067840,27.7205,-16.0379,-284.567,0.263178,-0.14093699999999998,-2.72032,0.0
17027,364801396702183424,32.027,5.15699,-287.96,0.611929,0.0891389,-5.2757,0.0
17030,675545785261096960,30.0724,10.7475,-286.05,0.195933,-0.0228118,-0.309125,0.0
17032,418845897917468673,31.4774,6.7290600000000005,-317.77299999999997,0.25814899999999996,0.189289,-0.256529,0.0
17036,103588632585043968,28.9102,14.0716,-295.186,0.461609,0.233998,-4.72251,0.0
17040,22529268131037184,29.0717,13.6097,-294.506,0.249716,0.12742799999999999,-2.58181,0.0
17041,738591163522482176,27.8254,16.7858,-296.02299999999997,0.333465,0.191688,-3.3829300000000004,0.0
17047,837680457087713280,25.8986,18.942999999999998,-291.204,0.294315,0.203008,-3.12259,0.0
17048,54047181258096640,22.281,22.9931,-303.944,0.531304,0.5612699999999999,-7.37535,0.0
17061,117106303414829056,20.5875,25.5281,-301.068,0.240064,0.28015500000000004,-3.39989,0.0
17068,662034436623171584,20.6494,25.4983,-324.865,0.186473,0.24597600000000003,-2.9567,0.0
17076,364799816154218496,17.1738,27.1731,-293.448,0.20303800000000002,0.30256900000000003,-3.1886200000000002,0.0
17080,734107286384934912,16.83,27.3388,-311.815,0.386287,0.608975,-6.9459100000000005,0.0
17101,364802839827976193,-10.7064,30.0868,-322.64799999999997,-0.09881469999999999,0.286244,-0.0916757,0.0
17110,211680246322167808,-14.9256,29.487,-295.945,-0.392751,0.798922,-8.06201,0.0
17113,153128434644549632,-17.5621,27.1321,-280.893,-1.0183,1.55254,-16.2457,0.0
17114,616995004375629824,-18.6819,26.1318,-298.79,-0.15831099999999998,0.204097,-2.37142,0.0
17121,968276325066342400,-27.5699,16.3503,-319.757,-1.3147,0.768025,-14.950999999999999,0.0
17149,734097047182901248,-31.5728,-4.95595,-268.577,-0.458063,-0.061484000000000004,-3.8490699999999998,0.0
17160,270217695629148160,-33.2358,-0.199627,-237.59400000000002,-0.562821,0.00712095,-3.88427,0.0
17163,639525097140387840,-29.6869,-10.3498,-239.248,-0.9863129999999999,-0.354081,-8.14841,0.0
17168,873710697215688704,-30.9959,-6.60618,-265.154,-0.325371,-0.0597554,-2.78478,0.0
17173,711569840636166144,-32.1961,-3.17338,-211.179,-0.399778,-0.029040499999999997,-2.58033,0.0
17187,328764422065487872,-23.2477,-21.1676,-235.885,-0.549463,-0.514432,-5.71635,0.0
17190,779127683337420800,-29.0807,-14.6372,-230.981,-0.275413,-0.127875,-2.12508,0.0
17200,211680452480598016,-28.5481,-15.2335,-239.00099999999998,-0.41723599999999994,-0.23454,-3.59406,0.0
17211,337781173327495168,-14.7904,-27.772,-231.889,-0.126751,-0.21985300000000002,-1.9352200000000002,0.0
17219,166645349560090624,-15.963,-27.2069,-223.101,-0.0725185,-0.13914300000000002,-1.1041100000000001,0.0
17222,693558946819997696,-19.3079,-25.5951,-259.47,-0.351019,-0.447276,-4.7317,0.0
17244,211680383761121280,-11.7118,-30.8287,-234.287,-0.282449,-0.718494,-5.56217,0.0
17251,94576485527977984,-8.60022,-31.0042,-223.358,-0.0900869,-0.288406,-2.16132,0.0
17255,27031836966256640,-8.59903,-31.0043,-250.703,-0.357979,-1.2555399999999999,-10.1156,0.0
17266,495401525288370176,5.62732,-31.3381,-260.01,0.14490699999999998,-0.751763,-6.33849,0.0
17267,306252402523111424,5.723730000000001,-31.3044,-274.17900000000003,0.0464997,-0.301761,-2.71592,0.0
17272,324263502497710080,8.92545,-30.185,-222.074,0.174778,-0.55862,-4.09744,0.0
17275,220680023873421312,7.833810000000001,-30.5666,-260.587,0.031874900000000005,-0.163101,-1.34985,0.0
17282,18015016984772608,8.53633,-30.320999999999998,-235.62099999999998,0.157124,-0.521824,-4.14083,0.0
17284,549439635575537664,4.958819999999999,-31.5718,-224.852,0.021975099999999997,-0.19863,-1.42248,0.0
17299,445867152067526656,17.2207,-26.7731,-256.747,0.208023,-0.30493400000000004,-2.92365,0.0
17304,337777531195228160,19.1974,-25.0075,-231.618,0.354103,-0.444457,-4.33976,0.0
17308,657530630837370880,17.0203,-26.9521,-273.22900000000004,0.505797,-0.781421,-7.88052,0.0
17318,873702519597957120,28.671,-12.9249,-239.72400000000002,0.743078,-0.323297,-6.22846,0.0
17329,860192064313229312,25.573,-19.3538,-233.433,0.17081400000000002,-0.14236600000000002,-1.62137,0.0
17349,517914025867083776,31.5733,1.4879,-256.407,1.3699299999999999,0.0541984,-10.8408,0.0
17354,837681487879864320,31.1029,-6.85102,-230.894,0.575913,-0.117248,-4.053,0.0
17357,63059259595685888,31.2677,-3.92875,-262.57599999999996,0.271354,-0.025389500000000002,-2.27161,0.0
17368,216176905282387968,32.0525,3.58394,-261.80400000000003,0.949548,0.09587480000000001,-7.89805,0.0
17370,58546863875293184,29.5214,10.8234,-245.622,0.27926,0.112515,-2.33681,0.0
17371,4509921819230208,31.151999999999997,6.159619999999999,-267.89,1.1395600000000001,0.23324699999999998,-9.80757,0.0
17372,589972169660825600,28.5302,13.6583,-222.335,0.39014899999999997,0.176045,-2.92207,0.0
17380,932256461579354112,28.84,12.7724,-258.17900000000003,0.158094,0.044303699999999994,-1.36211,0.0
17390,360290718968709120,21.2774,23.3735,-226.06,0.11939300000000001,0.144534,-1.3284200000000002,0.0
17396,801643619889971200,24.874000000000002,19.3468,-267.618,0.278902,0.22816,-3.07024,0.0
17406,418841843451559936,23.7743,20.5781,-238.218,0.705887,0.600064,-7.1497,0.0
17408,360289688176558080,28.8,14.9514,-229.602,0.181199,0.105314,-1.4711,0.0
17414,117110014266572800,27.4301,16.4851,-209.655,0.174284,0.115442,-1.3695899999999999,0.0
17420,657528981569929216,23.3513,23.6467,-218.31,0.210927,0.199451,-1.87838,0.0
17422,364799128959451136,14.6431,27.843000000000004,-237.69400000000002,0.34426799999999996,0.636537,-5.20918,0.0
17423,63059671912546304,16.8837,26.7633,-209.675,0.20813,0.347167,-2.67393,0.0
17426,306250203499855872,23.5607,23.5458,-217.959,0.36336399999999996,0.347342,-3.4228699999999996,0.0
17434,211685812599783424,18.558,25.9565,-263.694,0.47088,0.641729,-6.66467,0.0
17438,671047958069772288,16.3569,27.0172,-267.798,0.6569619999999999,1.0672700000000002,-10.5428,0.0
17440,707074899662864384,6.6355,31.115,-237.11599999999999,0.305664,1.47175,-11.0344,0.0
17444,139615161861275648,2.56248,31.3448,-248.637,0.0516474,0.730773,-5.998469999999999,0.0
17447,324259997804396544,3.5424,31.2895,-223.101,0.0702057,0.5357390000000001,-3.7964900000000004,0.0
17449,211677703701528576,13.8855,30.7061,-218.11700000000002,0.16022999999999998,0.329489,-2.40308,0.0
17450,734107355104411648,3.2092400000000003,31.3083,-268.983,0.032827999999999996,0.406895,-3.4424,0.0
17455,963771900805251072,3.9921300000000004,31.2641,-237.649,0.102346,0.8713719999999999,-6.67427,0.0
17458,639513552268296192,1.2236200000000002,31.4203,-240.808,0.0225557,0.323779,-2.5327,0.0
17472,450360649931816960,-6.28227,31.1091,-234.15599999999998,-0.0281019,0.188227,-1.40866,0.0
17475,878211410625036288,-4.52712,31.7228,-257.133,-0.0658917,0.388234,-3.1756,0.0
17480,954768824719114240,-4.65715,31.6773,-246.77599999999998,-0.268903,1.75416,-13.0151,0.0
17486,734091549624762368,-11.244000000000002,29.3743,-212.294,-0.153568,0.428018,-3.0301400000000003,0.0
17491,94579234307047424,-5.25855,31.467,-242.533,-0.0597361,0.41931,-3.3027,0.0
17498,779123560168816640,-15.6427,28.1826,-269.624,-0.208132,0.355035,-3.405,0.0
17504,662038765950205952,-18.2608,25.8441,-231.18099999999998,-0.270957,0.399483,-3.3713800000000003,0.0
17510,571957771168129026,-18.4069,25.7136,-224.565,-0.128974,0.168787,-0.19251500000000002,0.0
17517,571961069686226944,-20.5127,23.8327,-265.068,-0.208602,0.22741399999999998,-2.63441,0.0
17522,126101682919571456,-15.225,28.5557,-253.368,-0.42474300000000004,0.775461,-7.03598,0.0
17527,837671317397307392,-24.8179,20.9208,-218.18599999999998,-0.616432,0.507434,-5.09244,0.0
