hit_id,particle_id,tx,ty,tz,tpx,tpy,tpz,weight
16878,824170895156183040,-15.1264,-28.1597,-439.722,-0.149088,-0.154855,-1.37999,0.0
16881,112599405269360642,0.267325,-32.0003,-424.14599999999996,-0.131193,-0.23810599999999998,-0.114352,0.0
16913,63077332818067456,19.4214,-24.8074,-382.224,0.06856280000000001,-0.0734466,-0.896442,0.0
16997,103588770023997440,20.66,-24.365,-291.414,0.310243,-0.381821,-4.45587,0.0
17006,526921843597115392,26.671,-18.2158,-283.317,0.320265,-0.23102399999999998,-3.46135,0.0
17068,662034436623171584,20.6494,25.4983,-324.865,0.186473,0.24597600000000003,-2.9567,0.0
17086,112591914829611008,0.552045,31.9541,-312.56,-0.000924318,0.504876,-4.94555,0.0
17121,968276325066342400,-27.5699,16.3503,-319.757,-1.3147,0.768025,-14.950999999999999,0.0
17131,711577331059130368,-31.4479,9.52616,-310.197,-0.32161100000000004,0.10777,-3.18515,0.0
17233,4515281938415616,-21.173000000000002,-24.6964,-270.502,-0.9202299999999999,-1.0585799999999999,-11.65,0.0
17269,864699443511820288,11.7174,-29.2088,-240.628,0.165536,-0.386765,-3.19388,0.0
17278,526922668230836224,14.1225,-28.3679,-239.703,0.20235999999999998,-0.429226,-3.58075,0.0
17326,716074196177780736,26.7781,-16.852999999999998,-256.361,0.28924,-0.193951,-2.76308,0.0
17333,923241565743218688,31.2051,-5.03881,-245.31400000000002,1.01004,-0.153023,-7.724989999999999,0.0
17337,4532942843936768,31.2732,-3.83109,-264.35400000000004,0.922333,-0.122999,-7.808210000000001,0.0
17352,418836620771328000,31.4393,-0.8865709999999999,-253.14,0.315369,-0.017937599999999998,-2.5858,0.0
17372,589972169660825600,28.5302,13.6583,-222.335,0.39014899999999997,0.176045,-2.92207,0.0
17389,950261857837383680,29.2049,14.4981,-209.19799999999998,0.23222800000000002,0.12655999999999998,-1.6565299999999998,0.0
17415,801653309336190976,28.6384,15.1324,-209.899,0.90269,0.48822200000000004,-6.68675,0.0
17462,301751345516380160,-3.48715,32.0864,-244.257,-0.07561060000000001,0.612685,-4.490880000000001,0.0
17484,225188158986256384,-7.050339999999999,30.8406,-223.34599999999998,-0.058631600000000006,0.30001500000000003,-2.09702,0.0
17496,211671381509668864,-7.2636,30.766,-235.94099999999997,-0.09377150000000001,0.44010600000000005,-3.4079900000000003,0.0
17662,225184104537128960,-21.4516,-23.9217,-155.067,-0.767492,-0.8412639999999999,-5.30762,0.0
17678,657528844130975744,-13.1459,-29.1141,-167.673,-0.712424,-1.60283,-9.01859,0.0
17686,671038406062505984,-16.474,-27.5103,-161.062,-0.675767,-1.1493200000000001,-6.60297,0.0
