hit_id,x,y,z,volume_id,layer_id,module_id
16967,-19.5129,-26.0459,-299.914,8,2,35
16972,-3.8629,-31.7673,-288.612,8,2,36
16996,23.1078,-22.1786,-315.257,8,2,38
17004,29.0126,-13.3564,-331.03,8,2,39
17010,26.2804,-19.0263,-327.865,8,2,39
17017,31.9648,-0.3628,-292.70799999999997,8,2,40
17018,31.3435,-11.3758,-314.068,8,2,40
17052,22.3815,22.8806,-333.176,8,2,42
17061,20.5866,25.5285,-301.065,8,2,43
17084,4.32987,31.741,-294.045,8,2,44
17105,-23.5055,21.8233,-321.59,8,2,46
17155,-30.2335,-8.78662,-259.19,8,2,49
17162,-31.374000000000002,-5.52465,-261.407,8,2,49
17248,-5.96333,-31.153000000000002,-209.977,8,2,52
17287,16.073,-27.7983,-243.53400000000002,8,2,54
17328,25.0564,-20.4258,-210.77700000000002,8,2,55
17360,31.1085,-6.7507600000000005,-261.79900000000004,8,2,56
17365,29.5747,10.6709,-248.708,8,2,57
17513,-23.7473,20.9435,-259.1,8,2,62
17525,-17.8745,26.1891,-241.296,8,2,62
17594,-33.1565,-1.92652,-181.135,8,2,65
17680,-19.602999999999998,-26.0025,-173.02700000000002,8,2,67
17692,-19.8599,-25.8787,-183.97299999999998,8,2,67
17714,0.191118,-31.996,-190.245,8,2,68
17725,-0.757374,-31.9425,-147.041,8,2,68
17754,3.7644900000000003,-32.5139,-175.65400000000002,8,2,69
17783,15.8993,-28.6173,-182.46900000000002,8,2,70
17788,18.0027,-26.7385,-188.032,8,2,70
17812,16.2766,-28.2803,-171.387,8,2,70
17824,25.9716,-19.667,-203.74900000000002,8,2,71
17837,28.7136,-13.9769,-206.50799999999998,8,2,71
17851,29.3207,-12.7171,-175.808,8,2,71
17860,31.6777,-5.45252,-202.834,8,2,72
17870,31.3837,-10.6635,-141.47299999999998,8,2,72
17886,30.9105,8.35036,-166.547,8,2,73
17895,31.5943,6.39484,-155.358,8,2,73
17923,28.2325,16.3301,-208.528,8,2,74
17963,15.126,28.1599,-144.32299999999998,8,2,75
17972,19.4385,26.0818,-204.727,8,2,75
17981,6.15795,31.6379,-163.489,8,2,76
18061,-21.4343,23.6734,-159.454,8,2,78
18063,-15.5572,28.9228,-184.515,8,2,78
18074,-19.5464,25.3596,-183.301,8,2,78
18108,-28.9173,13.5542,-187.601,8,2,79
18140,-31.3955,10.4541,-171.90099999999998,8,2,80
18186,-28.9969,-12.3234,-105.351,8,2,81
18209,-30.5811,-7.792330000000001,-73.3472,8,2,81
18211,-32.4472,-2.45505,-85.8384,8,2,81
18216,-29.9653,-9.55376,-130.215,8,2,81
18356,-20.8671,-24.8438,-83.3222,8,2,83
18421,-5.79712,-31.1623,-95.7938,8,2,84
18446,6.63686,-30.9851,-119.12,8,2,85
18484,9.555019999999999,-29.9648,-73.182,8,2,85
18515,17.7838,-26.2702,-100.19,8,2,86
18520,22.1213,-22.3959,-92.0884,8,2,86
18533,22.9667,-21.6407,-84.0518,8,2,86
18622,26.909000000000002,-16.5814,-110.08200000000001,8,2,87
18667,31.3902,-1.7567,-96.7402,8,2,88
18682,30.6856,-14.2485,-69.4075,8,2,88
18768,21.0711,23.6045,-106.38600000000001,8,2,90
18774,28.4862,15.3027,-132.828,8,2,90
18781,28.6655,15.1021,-113.24700000000001,8,2,90
18795,26.107,17.9664,-74.2525,8,2,90
18838,19.0039,25.7416,-71.6227,8,2,91
18847,11.6549,29.283,-84.6559,8,2,91
18851,16.0252,27.177,-113.738,8,2,91
18860,19.9868,25.268,-79.1666,8,2,91
18870,19.346,25.5768,-79.0754,8,2,91
18940,-0.88771,31.5394,-120.24700000000001,8,2,92
18959,-12.8425,28.8154,-115.87,8,2,93
18983,-9.39638,30.0203,-131.868,8,2,93
19007,-19.8231,24.4486,-116.611,8,2,94
19034,-18.6585,25.4888,-75.7698,8,2,94
19078,-28.8706,12.5107,-87.1202,8,2,95
19087,-29.1794,11.8697,-110.93799999999999,8,2,95
19106,-28.6969,12.870999999999999,-112.083,8,2,95
19115,-29.2613,11.6999,-76.2866,8,2,95
19141,-31.0971,6.953760000000001,-79.3667,8,2,96
19196,-33.6043,-0.6457390000000001,-63.8794,8,2,97
19205,-29.3388,-12.8457,-19.574,8,2,97
19239,-31.8899,-5.549259999999999,0.9190459999999999,8,2,97
19254,-30.0649,-10.769,-24.3397,8,2,97
19266,-30.627,-9.16124,-30.7496,8,2,97
19272,-31.1905,-7.549519999999999,-48.9934,8,2,97
19287,-30.7011,-8.94945,-42.7747,8,2,97
19289,-29.6028,-12.0905,-31.4054,8,2,97
19293,-29.3908,-12.6969,-32.9469,8,2,97
19300,-31.1578,-7.643039999999999,-6.95938,8,2,97
19328,-24.2188,-20.8237,-40.3512,8,2,98
19338,-22.0033,-23.304000000000002,-51.3299,8,2,98
19390,-29.0778,-15.3837,-64.3736,8,2,98
19405,-23.7066,-21.397,-65.0037,8,2,98
19433,-21.4862,-23.8829,-63.2005,8,2,98
19449,-27.1666,-17.5234,-45.6882,8,2,98
19460,-28.3996,-16.143,-6.59703,8,2,98
19474,-16.9595,-27.2764,-33.3658,8,2,99
19478,-17.173,-27.1735,-28.406,8,2,99
19480,-17.6784,-26.9299,-16.5555,8,2,99
19550,-10.4012,-30.4367,-0.754656,8,2,99
19570,-12.3769,-29.4846,-63.972,8,2,99
19579,-20.5598,-25.5414,-65.5036,8,2,99
19580,-10.4462,-30.415,-59.7991,8,2,99
19583,-13.802999999999999,-28.7974,-3.2518700000000003,8,2,99
19600,-17.1827,-27.1688,-35.2114,8,2,99
19622,-6.0915,-31.6416,-30.0745,8,2,100
19724,6.497380000000001,-31.5584,-28.6592,8,2,101
19725,11.241,-29.8999,-29.059,8,2,101
19728,5.36759,-31.9534,-29.505,8,2,101
19732,8.37761,-30.901,-19.0494,8,2,101
19765,8.898,-30.7191,-26.2284,8,2,101
19766,4.98661,-32.0866,0.240623,8,2,101
19786,5.72205,-31.8295,-54.5652,8,2,101
19820,8.22947,-30.9528,-0.370784,8,2,101
19828,11.9017,-29.6688,-41.4985,8,2,101
19833,12.077,-29.6076,-54.6826,8,2,101
19896,23.5428,-21.79,-64.9659,8,2,102
19927,21.0817,-23.9883,-13.8318,8,2,102
19983,16.2952,-28.2636,-58.3461,8,2,102
19988,28.9684,-13.4482,-6.5985,8,2,103
20071,30.3065,-10.6714,-58.6296,8,2,103
20080,28.3739,-14.6819,-6.238519999999999,8,2,103
20150,32.0777,1.6388200000000002,-1.4322,8,2,104
20159,31.8003,-3.27841,-6.64888,8,2,104
20200,31.4022,-10.3363,-6.39032,8,2,104
20211,31.7958,-3.3588400000000003,-11.6178,8,2,104
20239,31.4364,-9.729289999999999,-53.9792,8,2,104
20276,30.2476,10.2464,-30.9062,8,2,105
20278,31.2601,7.350460000000001,-34.2143,8,2,105
20300,31.0451,7.96546,-2.98336,8,2,105
20344,32.1151,4.90525,-57.6666,8,2,105
20347,30.814,8.62637,-32.7041,8,2,105
20369,31.0094,8.067689999999999,-1.31475,8,2,105
20384,29.1573,13.3649,-3.12764,8,2,105
20415,28.795,15.7003,-9.856580000000001,8,2,106
20445,22.419,22.8386,-40.6218,8,2,106
20471,26.1412,18.6714,-26.6698,8,2,106
20514,23.1556,22.0139,-10.5561,8,2,106
20536,16.2889,27.5995,-0.73307,8,2,107
20541,17.3381,27.0939,-3.8479400000000004,8,2,107
20546,13.4191,28.9824,-20.8358,8,2,107
20601,11.5723,29.8724,-28.2498,8,2,107
20642,18.3165,26.6224,-19.2578,8,2,107
20643,20.8571,25.3982,-43.9929,8,2,107
20648,18.4888,26.5394,-22.2913,8,2,107
20661,21.7445,24.9706,-46.5288,8,2,107
20720,5.29746,31.6864,-39.0263,8,2,108
20768,-0.45335600000000004,32.0108,-62.4051,8,2,108
20848,-5.2706800000000005,31.9873,-0.8792690000000001,8,2,109
20895,-7.3493699999999995,31.2605,-45.788000000000004,8,2,109
20905,-8.24795,30.9463,-5.18039,8,2,109
20939,-6.5526800000000005,31.5391,-14.7125,8,2,109
21060,-15.8463,28.6646,-24.7196,8,2,110
21067,-19.7577,25.1709,-23.6765,8,2,110
21130,-30.1328,11.0318,-5.42097,8,2,111
21140,-28.939,13.5092,-26.9628,8,2,111
21142,-27.1175,17.2891,-23.7324,8,2,111
21154,-29.3514,12.6533,-51.9981,8,2,111
21161,-29.0804,13.2159,-6.7784699999999996,8,2,111
21163,-26.3037,18.977999999999998,-0.49062700000000004,8,2,111
21178,-27.4996,16.4962,-0.940624,8,2,111
21206,-28.3461,14.7396,-63.6817,8,2,111
21233,-27.4122,16.6776,-22.2923,8,2,111
21241,-28.7289,13.9452,0.136658,8,2,111
21243,-26.6815,18.194000000000003,-67.3367,8,2,111
21365,-31.5552,7.62412,-35.2402,8,2,112
21457,-33.3048,-0.00231233,70.183,8,2,113
21477,-30.4062,-8.29263,61.6565,8,2,113
21494,-29.7065,-10.2938,34.1784,8,2,113
21515,-30.6574,-7.5742199999999995,51.7733,8,2,113
21520,-32.2511,-3.01614,56.4541,8,2,113
21521,-33.53,0.641826,1.7977900000000002,8,2,113
21523,-33.466,0.458609,5.83437,8,2,113
21528,-30.5119,-7.99038,49.9322,8,2,113
21604,-23.6613,-20.7045,27.1455,8,2,114
21636,-23.2767,-21.1352,2.05945,8,2,114
21704,-12.3305,-28.9574,56.2881,8,2,115
21716,-20.8088,-24.8719,9.15119,8,2,115
21769,-13.6368,-28.3279,56.3215,8,2,115
21811,-3.99496,-31.264,64.7591,8,2,116
21828,-0.13284200000000002,-31.4818,34.5663,8,2,116
21830,-4.46473,-31.2375,21.3754,8,2,116
21840,-1.79515,-31.3881,58.7851,8,2,116
21889,0.8377889999999999,-31.5366,57.4087,8,2,116
21923,12.465,-28.9474,14.5485,8,2,117
21988,8.50775,-30.331,39.5052,8,2,117
22002,3.65007,-32.0294,47.3502,8,2,117
22008,8.707460000000001,-30.2612,16.0359,8,2,117
22036,9.00095,-30.1586,36.746,8,2,117
22078,17.664,-26.3771,36.3058,8,2,118
22192,27.4306,-15.4989,43.6144,8,2,119
22232,28.1301,-14.0473,52.9547,8,2,119
22240,25.2782,-19.9656,37.7844,8,2,119
22279,26.3021,-17.8408,25.891,8,2,119
22295,25.5607,-19.3794,20.919,8,2,119
22300,26.5018,-17.4264,10.9711,8,2,119
22323,31.0384,-7.99425,39.2829,8,2,120
22344,31.2084,-4.98013,49.7947,8,2,120
22365,30.9633,-9.32525,2.9983400000000002,8,2,120
22383,30.9651,-9.29385,69.1861,8,2,120
22423,31.298000000000002,-3.3917800000000002,13.7311,8,2,120
22461,30.3912,8.335560000000001,18.3356,8,2,121
22466,32.2773,2.94101,34.0162,8,2,121
22493,28.5019,13.7393,42.2267,8,2,121
22497,31.4847,5.20794,4.5488800000000005,8,2,121
22522,28.6669,13.2673,29.3644,8,2,121
22541,28.5844,13.5033,21.6604,8,2,121
22547,29.0823,12.0791,30.0278,8,2,121
22548,29.1111,11.9969,70.62,8,2,121
22605,21.1001,23.572,35.438,8,2,122
22610,26.383000000000003,17.6574,23.2693,8,2,122
22616,25.4153,18.7408,31.3865,8,2,122
22628,23.8145,20.533,12.4189,8,2,122
22644,23.1595,21.2664,29.7262,8,2,122
22663,28.1317,15.6997,49.6243,8,2,122
22665,25.1599,19.0268,6.16903,8,2,122
22667,23.2395,21.1768,61.9704,8,2,122
22676,27.815,16.0543,43.6036,8,2,122
22715,17.5679,26.4336,13.0863,8,2,123
22716,10.9792,29.6086,24.945999999999998,8,2,123
22826,13.6197,28.3361,58.1565,8,2,123
22859,4.38166,31.2422,29.1716,8,2,124
22870,1.5584799999999999,31.4014,32.8749,8,2,124
22876,5.3951,31.185,2.90901,8,2,124
22881,8.60464,31.004,63.1331,8,2,124
22960,1.90785,31.3817,40.8378,8,2,124
23019,-13.6921,28.5184,39.1338,8,2,125
23028,-4.61907,31.6906,49.5709,8,2,125
23040,-3.1526099999999997,32.2034,1.50312,8,2,125
23061,-7.4290199999999995,30.7082,59.4852,8,2,125
23081,-11.285,29.36,6.8937800000000005,8,2,125
23163,-22.5565,22.0071,24.586,8,2,126
23178,-21.9175,22.5779,51.1965,8,2,126
23215,-18.6644,25.4836,23.7973,8,2,126
23227,-14.876,28.8674,2.1781200000000003,8,2,126
23230,-15.0255,28.7338,38.7773,8,2,126
23234,-14.7556,28.975,21.3335,8,2,126
23290,-28.3267,13.6393,59.3257,8,2,127
23321,-29.131,11.9702,50.2214,8,2,127
23338,-28.0909,14.1286,15.8129,8,2,127
23354,-25.0982,20.3392,35.1371,8,2,127
23367,-25.2191,20.0883,51.8881,8,2,127
23374,-25.9391,18.5941,24.7959,8,2,127
23382,-26.7328,16.947,4.1138699999999995,8,2,127
23562,-30.0109,-10.9233,80.3788,8,2,129
23641,-19.0441,-26.2718,122.415,8,2,131
23642,-21.6819,-25.0007,87.5015,8,2,131
23646,-15.8241,-27.8235,105.59700000000001,8,2,131
23657,-11.5905,-29.8636,75.553,8,2,131
23687,-13.4191,-28.9824,119.8,8,2,131
23727,-7.188060000000001,-31.5798,134.253,8,2,132
23777,2.60375,-32.9197,86.7732,8,2,133
23809,7.668589999999999,-31.1489,120.321,8,2,133
23840,20.028,-24.9294,102.956,8,2,134
23852,16.0468,-28.4855,134.605,8,2,134
23901,28.3892,-14.6502,111.167,8,2,135
23902,25.0741,-21.5297,124.12700000000001,8,2,135
23917,26.7695,-18.0113,125.584,8,2,135
23952,30.1111,-11.0768,75.9591,8,2,135
23957,31.6704,-5.58195,136.937,8,2,136
23998,31.9225,-1.11226,119.04899999999999,8,2,136
24028,32.5364,3.7001,81.5866,8,2,137
24039,31.5031,6.655689999999999,78.3783,8,2,137
24083,22.2679,23.0078,93.1623,8,2,138
24168,13.9236,28.7393,93.5068,8,2,139
24171,18.8996,26.3415,79.072,8,2,139
24202,4.23375,31.7464,97.8554,8,2,140
24216,5.80776,31.6576,85.9179,8,2,140
24224,8.2221,31.5214,95.8386,8,2,140
24257,-1.03977,32.0439,125.193,8,2,140
24293,-12.5629,29.4377,80.9415,8,2,141
24309,-5.1205,32.0398,97.1133,8,2,141
24319,-22.6479,22.5894,79.2872,8,2,142
24337,-20.0471,24.9124,121.85799999999999,8,2,142
24355,-19.3216,25.5604,110.594,8,2,142
24391,-27.4361,16.6281,84.3933,8,2,143
24402,-26.7552,18.0411,76.6184,8,2,143
24412,-29.7638,11.7975,123.63799999999999,8,2,143
24449,-24.9462,21.795,88.2937,8,2,143
24500,-31.6557,5.84245,109.87799999999999,8,2,144
24510,-31.6984,5.084569999999999,73.0261,8,2,144
24514,-31.583000000000002,7.12988,86.1963,8,2,144
24555,-33.467,0.461667,199.835,8,2,145
24584,-25.8435,-18.2615,173.076,8,2,146
