particle_id,vx,vy,vz,px,py,pz,q,nhits
873707055083421696,-0.0202733,-0.00521751,2.11253,-1.02037,0.549128,2.69625,-1,10
693561145843253248,-0.0469456,-0.315366,14.5939,-0.158883,0.0898702,0.701513,1,2
684552640918454272,0.00473057,0.000340866,-1.05561,0.00777619,-0.175649,0.0443514,-1,8
180151063200923648,-0.010003,-0.022239,11.077,-0.282868,-0.14670899999999998,-0.0802602,1,17
801652553421946880,-0.010397499999999999,-0.00496379,1.15111,0.0150166,0.260361,-0.115979,1,11
94583632353558528,346.119,-2.70445,523.803,0.478419,0.0156991,0.5368649999999999,1,6
211677703701528576,-0.021603900000000002,0.00530647,3.26302,0.14185699999999998,0.337617,-2.40368,1,13
680046292512014336,-0.00429976,0.00228218,1.78328,-0.511249,-0.48667299999999997,4.27003,-1,16
22523839292375040,-0.0158017,0.00638077,1.16279,0.170059,-0.280042,-0.182478,1,12
662031687844102144,-0.000737204,-0.00617908,-10.0669,1.8957700000000002,-2.05055,3.15499,-1,14
864699993267634176,0.0126226,0.00612422,-1.50809,0.700854,-1.4371,-4.94476,-1,13
333266647320104961,-47.2009,-58.2387,428.722,-0.103976,0.057665,-0.0013763,-1,1
4503943224754176,-0.00928816,0.00986098,-0.0778789,16.4394,-15.5489,-39.8249,1,3
837678945259225088,0.00107922,0.013532399999999998,-11.1873,0.263714,0.36551,-0.112605,-1,12
734105087361679360,-0.00916967,-0.00476335,-2.6461099999999997,-0.594463,0.35175100000000004,-1.2213200000000002,1,10
743126992601223169,161.735,-58.0801,371.602,-0.06251219999999999,0.3294,0.18149400000000002,1,9
716079006557933569,-62.99,-35.0561,-293.339,-0.19251400000000002,0.268181,0.0655593,-1,9
27040976656662528,-43.3337,61.0733,52.0631,-0.276616,0.533801,0.216239,1,9
211677291401457666,55.7377,50.1295,-168.158,0.056319799999999996,0.09949680000000001,-0.0263735,-1,1
923241290865311744,0.032917400000000006,-0.013690299999999999,-6.5544199999999995,-0.1505,-0.014648099999999999,-0.540323,-1,4
562952839656116225,100.412,172.967,743.6260000000001,-0.20585900000000001,-0.226223,0.185367,1,4
153141079028269056,-0.000420138,0.027068900000000003,1.7668700000000002,0.212774,0.279437,0.6531710000000001,1,11
558462502870974464,-179.282,-89.8838,494.907,-0.314392,-0.14310499999999998,0.572588,1,7
220687857910562818,-25.315,21.0297,-455.162,0.0587081,-0.16213,-0.030875599999999996,1,9
454864593156571136,0.00673639,0.0150607,-0.438758,0.9673440000000001,-0.528365,-0.041422900000000006,-1,10
346777583624388608,-0.019048,-0.00773509,1.1053,-0.042986800000000006,-0.178283,0.6614359999999999,1,11
662037116682764288,-0.000737204,-0.00617908,-10.0669,-0.12013499999999999,-0.16205999999999998,0.28639699999999996,-1,10
598981155621961728,0.012415,0.00406707,15.995,-0.0266185,-0.414637,0.849351,-1,13
220693973927198720,-0.0215424,0.00567734,-4.09596,0.262639,-0.0467702,0.233765,1,13
54051648024084480,3.2988800000000005,0.539851,-8.58469,0.160659,0.12806700000000001,-0.646788,1,9
220679336678653952,-0.0215424,0.00567734,-4.09596,0.380067,0.651153,7.271089999999999,-1,13
797140020262600704,0.00711298,0.00164107,-1.6835099999999998,0.9898889999999999,0.8332290000000001,-3.64822,1,13
535938388717473793,-31.8258,-45.6156,962.0,-0.175724,0.41648100000000005,-0.0899322,1,8
734089900357320704,-0.00916967,-0.00476335,-2.6461099999999997,0.184384,-0.0710211,-0.010045299999999998,1,10
526921568719208448,-0.00773821,0.00819717,-0.591348,0.423983,1.66028,-7.24074,-1,10
166633804687998976,0.00465,-0.0182785,-2.13302,-1.16744,0.8775370000000001,-0.175812,1,10
229687498006069248,0.0104971,-0.010107,-1.48604,0.504562,-0.10095,-3.7934,-1,9
252202060169084928,-0.00242294,0.00181448,6.01673,0.235515,-0.204736,-2.09436,-1,14
635008646970867712,0.015518100000000002,-0.00635644,-7.22014,-0.31890799999999997,0.5386479999999999,-1.08989,-1,11
864704666192052224,0.0126226,0.00612422,-1.50809,-0.159418,0.15263800000000002,-1.5025899999999999,1,2
689051361462976512,0.0203952,0.0196702,1.7117200000000001,0.225059,0.40358,-3.05517,-1,12
535936670713774080,-0.00598871,0.023815799999999998,5.47954,0.175626,-0.11829300000000001,0.323585,-1,8
968274400920993792,-0.00417844,0.00475084,-5.12884,0.225877,2.35086,4.259930000000001,1,7
418843080418926594,140.119,-478.94199999999995,-369.151,0.302122,0.0469946,-0.18945,1,2
797138920750972928,0.00711298,0.00164107,-1.6835099999999998,0.0887929,-0.39093,0.44751599999999997,-1,6
837678601661841408,0.00107922,0.013532399999999998,-11.1873,0.163418,1.8179599999999998,-4.58981,-1,12
711590112881803264,3.40115,-9.77551,-17.6092,-0.0161,-0.322367,-0.24866799999999997,-1,7
932249314753773568,0.018806299999999998,0.014293,1.69724,-1.0855700000000001,-0.37942800000000004,-0.937018,-1,8
837677983186550784,0.00107922,0.013532399999999998,-11.1873,-0.21030300000000002,0.163215,-0.022881400000000003,-1,11
180151200656662530,-115.579,-27.4334,-230.338,-0.293261,-0.0762468,-0.282454,-1,9
517920897814757376,0.0112883,0.0171321,-6.6529300000000005,-0.114129,0.279971,0.277019,1,13
445858149816074240,0.0008363139999999999,-0.0021718,-5.04407,0.378388,0.053394399999999995,2.6014,-1,11
63056785694523392,0.0227292,0.00567583,-0.535732,0.190662,-0.020478299999999998,-0.37608400000000003,-1,11
423343106616721408,0.00821195,-0.0158408,4.93883,0.370579,-0.113758,3.43799,-1,10
540435047660912640,0.020554,0.0164388,0.41129,-0.37561100000000003,0.159103,0.755088,-1,11
851193180115173376,0.00264433,0.0116027,9.48441,0.09954210000000001,0.15494000000000002,-0.18687,1,11
454863905961803776,0.00673639,0.0150607,-0.438758,0.33408899999999997,-0.7452350000000001,0.759037,-1,13
797144005992251392,0.00711298,0.00164107,-1.6835099999999998,0.908276,-0.537405,2.1712700000000003,1,11
914238214779174912,0.00645132,0.00558013,-11.5839,-0.452987,-0.351808,2.40125,-1,15
454866654740873216,0.00673639,0.0150607,-0.438758,0.24961,0.18974000000000002,2.86842,1,13
4516999925334016,-0.00928816,0.00986098,-0.0778789,-0.352335,0.565823,4.42661,-1,12
675543105201504256,0.00994301,0.0184899,-1.58384,-0.144288,0.1768,-0.428807,-1,12
220679886434467840,-0.0215424,0.00567734,-4.09596,-0.0842031,0.203861,0.483306,-1,11
238694628541333504,-0.012553,0.00975867,5.53005,-0.091301,0.243904,-1.9670599999999998,1,1
499901276641832962,15.1513,-38.9989,702.5,0.0151224,0.312868,-0.00182911,-1,5
63069773692407809,-5.450740000000001,-32.2343,600.0,0.144619,0.14357799999999998,0.192858,1,5
562952839639334912,-0.0125499,-0.0179109,2.88125,0.254134,0.553563,2.2588,1,5
657532348824289280,-0.00138821,-0.00693833,-3.4744,-0.30804499999999996,-0.27824499999999996,1.06729,1,11
851193248851431425,371.181,725.102,-865.5139999999999,-0.0225705,0.18901500000000002,-0.318552,1,1
468375529477636096,-0.000642655,0.00692024,2.55051,-0.311634,-0.45155200000000006,-0.191705,1,11
535936601994297344,-0.00598871,0.023815799999999998,5.47954,-0.14490999999999998,-0.14959,1.61366,1,11
468375392038682624,-0.000642655,0.00692024,2.55051,0.0195769,-0.20770300000000003,-0.466369,1,12
517926876409233408,0.018596,0.027520199999999998,-6.845330000000001,-0.049467500000000005,0.204097,-0.925645,-1,10
319757360249700352,-0.043651199999999994,-0.0118829,-1.15194,-0.034936699999999994,0.20573899999999998,1.51947,-1,10
932245741357768706,12.6307,33.1878,702.0,0.100463,-0.123546,0.06727530000000001,1,5
301752719905914880,-0.010099700000000001,0.00718244,-9.611880000000001,0.029085800000000002,-0.8691549999999999,-1.7652599999999998,-1,11
