hit_id,x,y,z,volume_id,layer_id,module_id
16884,28.9578,-13.4703,-452.668,8,2,7
16890,21.2495,24.148000000000003,-485.528,8,2,10
16893,-4.86647,32.1286,-438.486,8,2,13
16896,-4.33547,32.3143,-439.01599999999996,8,2,13
16904,-29.9363,-9.636610000000001,-375.12800000000004,8,2,17
16912,23.0213,-21.5919,-392.767,8,2,22
16915,29.4059,-11.3998,-401.76300000000003,8,2,23
16925,25.2692,18.9044,-377.26599999999996,8,2,26
16946,-31.1444,-7.68151,-284.714,8,2,33
16948,-29.6523,-11.9489,-318.985,8,2,33
16967,-19.5129,-26.0459,-299.914,8,2,35
16976,-8.90911,-31.4827,-301.368,8,2,36
16978,-14.0493,-31.1927,-314.962,8,2,36
16998,18.6271,-26.1808,-290.922,8,2,38
17004,29.0126,-13.3564,-331.03,8,2,39
17006,26.6708,-18.2163,-283.32,8,2,39
17009,25.5019,-20.6419,-285.803,8,2,39
17047,25.9003,18.9411,-291.2,8,2,42
17068,20.6488,25.4986,-324.86,8,2,43
17093,1.82635,31.8822,-302.164,8,2,44
17096,-5.24213,31.9973,-341.824,8,2,45
17125,-23.2334,25.3495,-285.553,8,2,47
17156,-31.0594,-6.42436,-215.317,8,2,49
17183,-21.8739,-22.7057,-245.167,8,2,50
17208,-11.6999,-29.2613,-244.017,8,2,51
17216,-15.3436,-27.5054,-229.382,8,2,51
17233,-21.171,-24.6973,-270.51599999999996,8,2,51
17234,-15.6977,-27.3348,-253.67,8,2,51
17239,-6.6247300000000005,-31.1156,-274.97900000000004,8,2,52
17241,-12.7875,-30.768,-213.84099999999998,8,2,52
17250,-5.5368900000000005,-31.177,-210.209,8,2,52
17258,1.0374700000000001,-31.5479,-211.171,8,2,52
17270,8.74823,-30.2469,-245.33599999999998,8,2,53
17283,13.8235,-28.4724,-210.19299999999998,8,2,53
17292,18.6939,-25.4573,-228.037,8,2,54
17311,17.0226,-26.9501,-213.512,8,2,54
17327,27.6907,-14.9591,-249.43599999999998,8,2,55
17336,31.2476,-4.28557,-267.857,8,2,56
17338,31.4521,-0.659829,-223.012,8,2,56
17371,31.1514,6.16137,-267.894,8,2,57
17374,32.1204,3.38985,-263.873,8,2,57
17376,32.5604,2.1314900000000003,-210.488,8,2,57
17396,24.8737,19.3472,-267.629,8,2,58
17408,28.8005,14.9509,-229.611,8,2,58
17415,28.6402,15.1303,-209.952,8,2,58
17425,15.7745,27.2978,-224.575,8,2,59
17432,11.0243,29.5869,-235.655,8,2,59
17440,6.63271,31.1152,-237.122,8,2,60
17455,3.99095,31.2642,-237.643,8,2,60
17462,-3.48757,32.0862,-244.25099999999998,8,2,61
17466,-13.0785,28.7329,-246.54,8,2,61
17492,-13.5033,28.5844,-255.266,8,2,61
17508,-19.1377,25.0608,-239.935,8,2,62
17538,-25.4171,19.6774,-262.884,8,2,63
17585,-29.5352,-12.2839,-151.368,8,2,65
17612,-31.5914,-6.40301,-182.168,8,2,65
17614,-29.9454,-11.1107,-149.08700000000002,8,2,65
17665,-23.1889,-21.9766,-142.137,8,2,66
17677,-12.5182,-29.4165,-188.30900000000003,8,2,67
17680,-19.602999999999998,-26.0025,-173.02700000000002,8,2,67
17684,-11.7108,-29.8056,-176.47299999999998,8,2,67
17691,-16.2937,-27.5972,-179.658,8,2,67
17692,-19.8599,-25.8787,-183.97299999999998,8,2,67
17712,-6.667160000000001,-31.6091,-194.032,8,2,68
17720,-10.4331,-31.3967,-193.16099999999997,8,2,68
17752,12.4681,-29.4708,-152.56,8,2,69
17756,11.6235,-29.7661,-170.767,8,2,69
17764,10.061,-30.3124,-139.645,8,2,69
17780,15.8477,-28.6634,-143.873,8,2,70
17805,18.9674,-25.8768,-149.363,8,2,70
17814,16.5349,-28.0495,-179.793,8,2,70
17824,25.9716,-19.667,-203.74900000000002,8,2,71
17833,28.3423,-14.7475,-170.21099999999998,8,2,71
17835,26.9299,-17.6785,-141.418,8,2,71
17841,29.0795,-13.2177,-194.408,8,2,71
17843,28.8243,-13.7473,-154.558,8,2,71
17856,27.9988,-15.4603,-159.968,8,2,71
17862,31.5906,-6.99525,-197.623,8,2,72
17876,31.7133,-4.82027,-176.648,8,2,72
17889,29.7844,11.5713,-164.953,8,2,73
17896,32.7403,3.11699,-178.06400000000002,8,2,73
17902,32.6432,3.3947300000000005,-148.55700000000002,8,2,73
17906,30.3764,9.87805,-159.033,8,2,73
17968,16.9652,27.2736,-190.014,8,2,75
17973,18.5279,26.5206,-142.007,8,2,75
18015,-9.520430000000001,30.5014,-159.914,8,2,77
18034,-4.07825,32.4042,-160.614,8,2,77
18057,-21.7749,23.3691,-174.19,8,2,78
